TLD,Dose Medida (Dm),Dose Calculada (Dc),Ponto Medido X (rm_x),Ponto Medido Y (rm_y),Ponto Calculado X (rc_x),Ponto Calculado Y (rc_y)
,5172,5201,0,0,-1,-1
,5172,5200,0,0,0,-1
,5172,5201,0,0,1,-1
,5172,5202,0,0,2,-1
,5172,5203,0,0,3,-1
,5172,5204,0,0,-3,-2
,5172,5203,0,0,-2,-2
,5172,5202,0,0,-1,-2
,5172,5202,0,0,0,-2
,5172,5202,0,0,1,-2
,5172,5203,0,0,2,-2
,5172,5204,0,0,3,-2
,5172,5205,0,0,-3,-3
,5172,5204,0,0,-2,-3
,5172,5203,0,0,-1,-3
,5172,5203,0,0,0,-3
,5172,5203,0,0,1,-3
,5172,5204,0,0,2,-3
,5172,5205,0,0,3,-3
148,5189,5214,-9,0,-12,3
,5189,5214,-9,0,-11,3
,5189,5213,-9,0,-10,3
,5189,5212,-9,0,-9,3
,5189,5211,-9,0,-8,3
,5189,5209,-9,0,-7,3
,5189,5208,-9,0,-6,3
,5189,5214,-9,0,-12,2
,5189,5214,-9,0,-11,2
,5189,5213,-9,0,-10,2
,5189,5212,-9,0,-9,2
,5189,5210,-9,0,-8,2
,5189,5209,-9,0,-7,2
,5189,5208,-9,0,-6,2
,5189,5214,-9,0,-12,1
,5189,5214,-9,0,-11,1
,5189,5213,-9,0,-10,1
,5189,5212,-9,0,-9,1
,5189,5210,-9,0,-8,1
,5189,5209,-9,0,-7,1
,5189,5207,-9,0,-6,1
,5189,5214,-9,0,-12,0
,5189,5214,-9,0,-11,0
,5189,5213,-9,0,-10,0
,5189,5212,-9,0,-9,0
,5189,5210,-9,0,-8,0
,5189,5209,-9,0,-7,0
,5189,5207,-9,0,-6,0
,5189,5214,-9,0,-12,-1
,5189,5214,-9,0,-11,-1
,5189,5213,-9,0,-10,-1
,5189,5212,-9,0,-9,-1
,5189,5210,-9,0,-8,-1
,5189,5209,-9,0,-7,-1
,5189,5207,-9,0,-6,-1
,5189,5214,-9,0,-12,-2
,5189,5214,-9,0,-11,-2
,5189,5213,-9,0,-10,-2
,5189,5212,-9,0,-9,-2
,5189,5210,-9,0,-8,-2
,5189,5209,-9,0,-7,-2
,5189,5208,-9,0,-6,-2
,5189,5214,-9,0,-12,-3
,5189,5214,-9,0,-11,-3
,5189,5213,-9,0,-10,-3
,5189,5212,-9,0,-9,-3
,5189,5211,-9,0,-8,-3
,5189,5209,-9,0,-7,-3
,5189,5208,-9,0,-6,-3
208,5087,5037,-18,0,-21,3
,5087,5101,-18,0,-20,3
,5087,5143,-18,0,-19,3
,5087,5170,-18,0,-18,3
,5087,5188,-18,0,-17,3
,5087,5199,-18,0,-16,3
,5087,5206,-18,0,-15,3
,5087,5037,-18,0,-21,2
,5087,5101,-18,0,-20,2
,5087,5143,-18,0,-19,2
,5087,5170,-18,0,-18,2
,5087,5188,-18,0,-17,2
,5087,5199,-18,0,-16,2
,5087,5206,-18,0,-15,2
,5087,5037,-18,0,-21,1
,5087,5102,-18,0,-20,1
,5087,5143,-18,0,-19,1
,5087,5170,-18,0,-18,1
,5087,5188,-18,0,-17,1
,5087,5199,-18,0,-16,1
,5087,5206,-18,0,-15,1
,5087,5037,-18,0,-21,0
,5087,5102,-18,0,-20,0
,5087,5143,-18,0,-19,0
,5087,5170,-18,0,-18,0
,5087,5188,-18,0,-17,0
,5087,5199,-18,0,-16,0
,5087,5206,-18,0,-15,0
,5087,5037,-18,0,-21,-1
,5087,5101,-18,0,-20,-1
,5087,5143,-18,0,-19,-1
,5087,5170,-18,0,-18,-1
,5087,5188,-18,0,-17,-1
,5087,5199,-18,0,-16,-1
,5087,5206,-18,0,-15,-1
,5087,5037,-18,0,-21,-2
,5087,5101,-18,0,-20,-2
,5087,5143,-18,0,-19,-2
,5087,5170,-18,0,-18,-2
,5087,5188,-18,0,-17,-2
,5087,5199,-18,0,-16,-2
,5087,5206,-18,0,-15,-2
,5087,5037,-18,0,-21,-3
,5087,5101,-18,0,-20,-3
,5087,5143,-18,0,-19,-3
,5087,5170,-18,0,-18,-3
,5087,5188,-18,0,-17,-3
,5087,5199,-18,0,-16,-3
,5087,5206,-18,0,-15,-3
167,5119,5206,18,-9,15,-6
,5119,5199,18,-9,16,-6
,5119,5187,18,-9,17,-6
,5119,5170,18,-9,18,-6
,5119,5143,18,-9,19,-6
,5119,5101,18,-9,20,-6
,5119,5037,18,-9,21,-6
,5119,5206,18,-9,15,-7
,5119,5199,18,-9,16,-7
,5119,5187,18,-9,17,-7
,5119,5170,18,-9,18,-7
,5119,5142,18,-9,19,-7
,5119,5101,18,-9,20,-7
,5119,5037,18,-9,21,-7
,5119,5207,18,-9,15,-8
,5119,5199,18,-9,16,-8
,5119,5188,18,-9,17,-8
,5119,5170,18,-9,18,-8
,5119,5143,18,-9,19,-8
,5119,5102,18,-9,20,-8
,5119,5037,18,-9,21,-8
,5119,5208,18,-9,15,-9
,5119,5200,18,-9,16,-9
,5119,5189,18,-9,17,-9
,5119,5172,18,-9,18,-9
,5119,5144,18,-9,19,-9
,5119,5103,18,-9,20,-9
,5119,5039,18,-9,21,-9
,5119,5209,18,-9,15,-10
,5119,5202,18,-9,16,-10
,5119,5190,18,-9,17,-10
,5119,5173,18,-9,18,-10
,5119,5146,18,-9,19,-10
,5119,5104,18,-9,20,-10
,5119,5040,18,-9,21,-10
,5119,5209,18,-9,15,-11
,5119,5202,18,-9,16,-11
,5119,5191,18,-9,17,-11
,5119,5174,18,-9,18,-11
,5119,5147,18,-9,19,-11
,5119,5105,18,-9,20,-11
,5119,5041,18,-9,21,-11
,5119,5210,18,-9,15,-12
,5119,5202,18,-9,16,-12
,5119,5191,18,-9,17,-12
,5119,5174,18,-9,18,-12
,5119,5147,18,-9,19,-12
,5119,5106,18,-9,20,-12
,5119,5042,18,-9,21,-12
133,5142,5210,9,-9,6,-6
,5142,5211,9,-9,7,-6
,5142,5212,9,-9,8,-6
,5142,5213,9,-9,9,-6
,5142,5214,9,-9,10,-6
,5142,5214,9,-9,11,-6
,5142,5214,9,-9,12,-6
,5142,5211,9,-9,6,-7
,5142,5211,9,-9,7,-7
,5142,5212,9,-9,8,-7
,5142,5213,9,-9,9,-7
,5142,5214,9,-9,10,-7
,5142,5215,9,-9,11,-7
,5142,5214,9,-9,12,-7
,5142,5212,9,-9,6,-8
,5142,5212,9,-9,7,-8
,5142,5213,9,-9,8,-8
,5142,5214,9,-9,9,-8
,5142,5215,9,-9,10,-8
,5142,5215,9,-9,11,-8
,5142,5215,9,-9,12,-8
,5142,5213,9,-9,6,-9
,5142,5213,9,-9,7,-9
,5142,5214,9,-9,8,-9
,5142,5215,9,-9,9,-9
,5142,5216,9,-9,10,-9
,5142,5216,9,-9,11,-9
,5142,5216,9,-9,12,-9
,5142,5214,9,-9,6,-10
,5142,5214,9,-9,7,-10
,5142,5215,9,-9,8,-10
,5142,5216,9,-9,9,-10
,5142,5217,9,-9,10,-10
,5142,5217,9,-9,11,-10
,5142,5217,9,-9,12,-10
,5142,5214,9,-9,6,-11
,5142,5215,9,-9,7,-11
,5142,5215,9,-9,8,-11
,5142,5216,9,-9,9,-11
,5142,5217,9,-9,10,-11
,5142,5218,9,-9,11,-11
,5142,5217,9,-9,12,-11
,5142,5214,9,-9,6,-12
,5142,5215,9,-9,7,-12
,5142,5215,9,-9,8,-12
,5142,5216,9,-9,9,-12
,5142,5217,9,-9,10,-12
,5142,5218,9,-9,11,-12
,5142,5217,9,-9,12,-12
