TLD,Dose Medida (Dm),Dose Calculada (Dc),Ponto Medido X (rm_x),Ponto Medido Y (rm_y),Ponto Calculado X (rc_x),Ponto Calculado Y (rc_y)
224,4866,4808,18,18,15,21
,4866,4804,18,18,16,21
,4866,4797,18,18,17,21
,4866,4784,18,18,18,21
,4866,4761,18,18,19,21
,4866,4725,18,18,20,21
,4866,4666,18,18,21,21
,4866,4861,18,18,15,20
,4866,4858,18,18,16,20
,4866,4850,18,18,17,20
,4866,4837,18,18,18,20
,4866,4814,18,18,19,20
,4866,4778,18,18,20,20
,4866,4719,18,18,21,20
,4866,4894,18,18,15,19
,4866,4890,18,18,16,19
,4866,4883,18,18,17,19
,4866,4869,18,18,18,19
,4866,4846,18,18,19,19
,4866,4810,18,18,20,19
,4866,4750,18,18,21,19
,4866,4916,18,18,15,18
,4866,4912,18,18,16,18
,4866,4904,18,18,17,18
,4866,4890,18,18,18,18
,4866,4867,18,18,19,18
,4866,4830,18,18,20,18
,4866,4771,18,18,21,18
,4866,4929,18,18,15,17
,4866,4925,18,18,16,17
,4866,4917,18,18,17,17
,4866,4903,18,18,18,17
,4866,4880,18,18,19,17
,4866,4842,18,18,20,17
,4866,4783,18,18,21,17
,4866,4937,18,18,15,16
,4866,4933,18,18,16,16
,4866,4925,18,18,17,16
,4866,4911,18,18,18,16
,4866,4887,18,18,19,16
,4866,4850,18,18,20,16
,4866,4790,18,18,21,16
,4866,4943,18,18,15,15
,4866,4938,18,18,16,15
,4866,4930,18,18,17,15
,4866,4916,18,18,18,15
,4866,4892,18,18,19,15
,4866,4854,18,18,20,15
,4866,4794,18,18,21,15
244,4892,4777,9,18,6,21
,4892,4787,9,18,7,21
,4892,4794,9,18,8,21
,4892,4801,9,18,9,21
,4892,4807,9,18,10,21
,4892,4811,9,18,11,21
,4892,4815,9,18,12,21
,4892,4830,9,18,6,20
,4892,4840,9,18,7,20
,4892,4848,9,18,8,20
,4892,4855,9,18,9,20
,4892,4861,9,18,10,20
,4892,4865,9,18,11,20
,4892,4868,9,18,12,20
,4892,4863,9,18,6,19
,4892,4873,9,18,7,19
,4892,4881,9,18,8,19
,4892,4888,9,18,9,19
,4892,4894,9,18,10,19
,4892,4898,9,18,11,19
,4892,4901,9,18,12,19
,4892,4884,9,18,6,18
,4892,4895,9,18,7,18
,4892,4903,9,18,8,18
