TLD,Dose Medida (Dm),Dose Calculada (Dc),Ponto Medido X (rm_x),Ponto Medido Y (rm_y),Ponto Calculado X (rc_x),Ponto Calculado Y (rc_y)
79,4859,4812,18,18,15,21
,4859,4806,18,18,16,21
,4859,4796,18,18,17,21
,4859,4780,18,18,18,21
,4859,4755,18,18,19,21
,4859,4716,18,18,20,21
,4859,4654,18,18,21,21
,4859,4868,18,18,15,20
,4859,4862,18,18,16,20
,4859,4852,18,18,17,20
,4859,4835,18,18,18,20
,4859,4810,18,18,19,20
,4859,4771,18,18,20,20
,4859,4708,18,18,21,20
,4859,4902,18,18,15,19
,4859,4896,18,18,16,19
,4859,4885,18,18,17,19
,4859,4869,18,18,18,19
,4859,4843,18,18,19,19
,4859,4803,18,18,20,19
,4859,4741,18,18,21,19
,4859,4924,18,18,15,18
,4859,4917,18,18,16,18
,4859,4907,18,18,17,18
,4859,4890,18,18,18,18
,4859,4864,18,18,19,18
,4859,4824,18,18,20,18
,4859,4761,18,18,21,18
,4859,4936,18,18,15,17
,4859,4930,18,18,16,17
,4859,4919,18,18,17,17
,4859,4902,18,18,18,17
,4859,4876,18,18,19,17
,4859,4835,18,18,20,17
,4859,4772,18,18,21,17
,4859,4943,18,18,15,16
,4859,4936,18,18,16,16
,4859,4926,18,18,17,16
,4859,4909,18,18,18,16
,4859,4883,18,18,19,16
,4859,4842,18,18,20,16
,4859,4778,18,18,21,16
,4859,4946,18,18,15,15
,4859,4940,18,18,16,15
,4859,4929,18,18,17,15
,4859,4912,18,18,18,15
,4859,4886,18,18,19,15
,4859,4845,18,18,20,15
,4859,4781,18,18,21,15
226,4898,4818,9,18,6,21
,4898,4817,9,18,7,21
,4898,4817,9,18,8,21
,4898,4818,9,18,9,21
,4898,4819,9,18,10,21
,4898,4820,9,18,11,21
,4898,4820,9,18,12,21
,4898,4873,9,18,6,20
,4898,4873,9,18,7,20
,4898,4873,9,18,8,20
,4898,4874,9,18,9,20
,4898,4875,9,18,10,20
,4898,4875,9,18,11,20
,4898,4875,9,18,12,20
,4898,4907,9,18,6,19
,4898,4907,9,18,7,19
,4898,4907,9,18,8,19
,4898,4908,9,18,9,19
,4898,4909,9,18,10,19
,4898,4909,9,18,11,19
,4898,4909,9,18,12,19
,4898,4929,9,18,6,18
,4898,4929,9,18,7,18
,4898,4929,9,18,8,18
,4898,4930,9,18,9,18
,4898,4931,9,18,10,18
,4898,4931,9,18,11,18
,4898,4931,9,18,12,18
,4898,4942,9,18,6,17
,4898,4942,9,18,7,17
,4898,4942,9,18,8,17
,4898,4943,9,18,9,17
,4898,4944,9,18,10,17
,4898,4944,9,18,11,17
,4898,4944,9,18,12,17
,4898,4949,9,18,6,16
,4898,4949,9,18,7,16
,4898,4949,9,18,8,16
,4898,4950,9,18,9,16
,4898,4951,9,18,10,16
,4898,4951,9,18,11,16
,4898,4951,9,18,12,16
,4898,4953,9,18,6,15
,4898,4952,9,18,7,15
,4898,4952,9,18,8,15
,4898,4953,9,18,9,15
,4898,4954,9,18,10,15
,4898,4954,9,18,11,15
,4898,4954,9,18,12,15
175,4912,4820,0,18,-3,21
,4912,4821,0,18,-2,21
,4912,4821,0,18,-1,21
,4912,4820,0,18,0,21
,4912,4820,0,18,1,21
,4912,4820,0,18,2,21
,4912,4819,0,18,3,21
,4912,4876,0,18,-3,20
,4912,4876,0,18,-2,20
,4912,4876,0,18,-1,20
,4912,4876,0,18,0,20
,4912,4876,0,18,1,20
,4912,4875,0,18,2,20
,4912,4875,0,18,3,20
,4912,4910,0,18,-3,19
,4912,4910,0,18,-2,19
,4912,4910,0,18,-1,19
,4912,4910,0,18,0,19
,4912,4910,0,18,1,19
,4912,4909,0,18,2,19
,4912,4909,0,18,3,19
,4912,4932,0,18,-3,18
,4912,4932,0,18,-2,18
,4912,4932,0,18,-1,18
,4912,4932,0,18,0,18
,4912,4931,0,18,1,18
,4912,4931,0,18,2,18
,4912,4931,0,18,3,18
,4912,4944,0,18,-3,17
,4912,4945,0,18,-2,17
,4912,4945,0,18,-1,17
,4912,4944,0,18,0,17
,4912,4944,0,18,1,17
,4912,4944,0,18,2,17
,4912,4943,0,18,3,17
,4912,4951,0,18,-3,16
,4912,4952,0,18,-2,16
,4912,4952,0,18,-1,16
,4912,4951,0,18,0,16
,4912,4951,0,18,1,16
,4912,4951,0,18,2,16
,4912,4950,0,18,3,16
,4912,4955,0,18,-3,15
,4912,4955,0,18,-2,15
,4912,4955,0,18,-1,15
,4912,4955,0,18,0,15
,4912,4954,0,18,1,15
,4912,4954,0,18,2,15
,4912,4954,0,18,3,15
220,4916,4820,-9,18,-12,21
,4916,4820,-9,18,-11,21
,4916,4820,-9,18,-10,21
,4916,4819,-9,18,-9,21
,4916,4818,-9,18,-8,21
,4916,4818,-9,18,-7,21
,4916,4819,-9,18,-6,21
,4916,4876,-9,18,-12,20
,4916,4876,-9,18,-11,20
,4916,4875,-9,18,-10,20
,4916,4875,-9,18,-9,20
,4916,4874,-9,18,-8,20
,4916,4873,-9,18,-7,20
,4916,4874,-9,18,-6,20
,4916,4910,-9,18,-12,19
,4916,4910,-9,18,-11,19
,4916,4910,-9,18,-10,19
,4916,4909,-9,18,-9,19
,4916,4908,-9,18,-8,19
,4916,4908,-9,18,-7,19
,4916,4908,-9,18,-6,19
,4916,4931,-9,18,-12,18
,4916,4932,-9,18,-11,18
,4916,4932,-9,18,-10,18
,4916,4931,-9,18,-9,18
,4916,4930,-9,18,-8,18
,4916,4930,-9,18,-7,18
,4916,4930,-9,18,-6,18
,4916,4944,-9,18,-12,17
,4916,4944,-9,18,-11,17
,4916,4944,-9,18,-10,17
,4916,4944,-9,18,-9,17
,4916,4943,-9,18,-8,17
,4916,4942,-9,18,-7,17
,4916,4943,-9,18,-6,17
,4916,4951,-9,18,-12,16
,4916,4951,-9,18,-11,16
,4916,4951,-9,18,-10,16
,4916,4951,-9,18,-9,16
,4916,4950,-9,18,-8,16
,4916,4950,-9,18,-7,16
,4916,4950,-9,18,-6,16
,4916,4954,-9,18,-12,15
,4916,4955,-9,18,-11,15
,4916,4955,-9,18,-10,15
,4916,4954,-9,18,-9,15
,4916,4953,-9,18,-8,15
,4916,4953,-9,18,-7,15
,4916,4954,-9,18,-6,15
237,4849,4655,-18,18,-21,21
,4849,4717,-18,18,-20,21
,4849,4756,-18,18,-19,21
,4849,4780,-18,18,-18,21
,4849,4796,-18,18,-17,21
,4849,4806,-18,18,-16,21
,4849,4813,-18,18,-15,21
,4849,4709,-18,18,-21,20
,4849,4771,-18,18,-20,20
,4849,4810,-18,18,-19,20
,4849,4835,-18,18,-18,20
,4849,4852,-18,18,-17,20
,4849,4862,-18,18,-16,20
,4849,4868,-18,18,-15,20
,4849,4742,-18,18,-21,19
,4849,4804,-18,18,-20,19
,4849,4843,-18,18,-19,19
,4849,4869,-18,18,-18,19
,4849,4885,-18,18,-17,19
,4849,4896,-18,18,-16,19
,4849,4902,-18,18,-15,19
,4849,4762,-18,18,-21,18
,4849,4825,-18,18,-20,18
,4849,4864,-18,18,-19,18
,4849,4890,-18,18,-18,18
,4849,4907,-18,18,-17,18
,4849,4917,-18,18,-16,18
,4849,4924,-18,18,-15,18
,4849,4773,-18,18,-21,17
,4849,4836,-18,18,-20,17
,4849,4876,-18,18,-19,17
,4849,4902,-18,18,-18,17
,4849,4919,-18,18,-17,17
