TLD,Dose Medida (Dm),Dose Calculada (Dc),Ponto Medido X (rm_x),Ponto Medido Y (rm_y),Ponto Calculado X (rc_x),Ponto Calculado Y (rc_y)
,5100,5172,18,9,18,10
,5100,5145,18,9,19,10
,5100,5104,18,9,20,10
,5100,5040,18,9,21,10
,5100,5208,18,9,15,9
,5100,5200,18,9,16,9
,5100,5189,18,9,17,9
,5100,5171,18,9,18,9
,5100,5144,18,9,19,9
,5100,5102,18,9,20,9
,5100,5038,18,9,21,9
,5100,5206,18,9,15,8
,5100,5199,18,9,16,8
,5100,5188,18,9,17,8
,5100,5170,18,9,18,8
,5100,5143,18,9,19,8
,5100,5101,18,9,20,8
,5100,5037,18,9,21,8
,5100,5206,18,9,15,7
,5100,5198,18,9,16,7
,5100,5187,18,9,17,7
,5100,5169,18,9,18,7
,5100,5142,18,9,19,7
,5100,5100,18,9,20,7
,5100,5036,18,9,21,7
,5100,5206,18,9,15,6
,5100,5199,18,9,16,6
,5100,5187,18,9,17,6
,5100,5169,18,9,18,6
,5100,5142,18,9,19,6
,5100,5101,18,9,20,6
,5100,5037,18,9,21,6
127,5175,5215,9,9,6,12
,5175,5215,9,9,7,12
,5175,5215,9,9,8,12
,5175,5216,9,9,9,12
,5175,5217,9,9,10,12
,5175,5218,9,9,11,12
,5175,5217,9,9,12,12
,5175,5215,9,9,6,11
,5175,5215,9,9,7,11
,5175,5216,9,9,8,11
,5175,5217,9,9,9,11
,5175,5217,9,9,10,11
,5175,5218,9,9,11,11
,5175,5217,9,9,12,11
,5175,5214,9,9,6,10
,5175,5214,9,9,7,10
,5175,5215,9,9,8,10
,5175,5216,9,9,9,10
,5175,5217,9,9,10,10
,5175,5217,9,9,11,10
,5175,5217,9,9,12,10
,5175,5213,9,9,6,9
,5175,5213,9,9,7,9
,5175,5214,9,9,8,9
,5175,5215,9,9,9,9
,5175,5216,9,9,10,9
,5175,5216,9,9,11,9
,5175,5216,9,9,12,9
,5175,5212,9,9,6,8
,5175,5212,9,9,7,8
,5175,5213,9,9,8,8
,5175,5214,9,9,9,8
,5175,5215,9,9,10,8
,5175,5215,9,9,11,8
,5175,5215,9,9,12,8
,5175,5211,9,9,6,7
,5175,5211,9,9,7,7
,5175,5212,9,9,8,7
,5175,5213,9,9,9,7
,5175,5214,9,9,10,7
,5175,5214,9,9,11,7
,5175,5214,9,9,12,7
,5175,5210,9,9,6,6
,5175,5211,9,9,7,6
,5175,5212,9,9,8,6
,5175,5213,9,9,9,6
,5175,5214,9,9,10,6
,5175,5214,9,9,11,6
,5175,5214,9,9,12,6
69,5189,5215,0,9,-3,12
,5189,5214,0,9,-2,12
,5189,5214,0,9,-1,12
,5189,5214,0,9,0,12
,5189,5214,0,9,1,12
,5189,5214,0,9,2,12
,5189,5214,0,9,3,12
,5189,5214,0,9,-3,11
,5189,5214,0,9,-2,11
,5189,5214,0,9,-1,11
,5189,5214,0,9,0,11
,5189,5214,0,9,1,11
,5189,5214,0,9,2,11
,5189,5214,0,9,3,11
,5189,5214,0,9,-3,10
,5189,5213,0,9,-2,10
,5189,5213,0,9,-1,10
,5189,5213,0,9,0,10
,5189,5213,0,9,1,10
,5189,5213,0,9,2,10
,5189,5213,0,9,3,10
,5189,5212,0,9,-3,9
,5189,5212,0,9,-2,9
,5189,5212,0,9,-1,9
,5189,5212,0,9,0,9
,5189,5212,0,9,1,9
,5189,5212,0,9,2,9
,5189,5212,0,9,3,9
,5189,5211,0,9,-3,8
,5189,5210,0,9,-2,8
,5189,5210,0,9,-1,8
,5189,5210,0,9,0,8
,5189,5210,0,9,1,8
,5189,5210,0,9,2,8
,5189,5210,0,9,3,8
,5189,5209,0,9,-3,7
,5189,5209,0,9,-2,7
,5189,5209,0,9,-1,7
,5189,5208,0,9,0,7
,5189,5209,0,9,1,7
,5189,5209,0,9,2,7
,5189,5209,0,9,3,7
,5189,5208,0,9,-3,6
,5189,5208,0,9,-2,6
,5189,5207,0,9,-1,6
,5189,5207,0,9,0,6
,5189,5207,0,9,1,6
,5189,5208,0,9,2,6
,5189,5208,0,9,3,6
144,5125,5218,-9,9,-12,12
,5125,5218,-9,9,-11,12
,5125,5218,-9,9,-10,12
,5125,5217,-9,9,-9,12
,5125,5216,-9,9,-8,12
,5125,5215,-9,9,-7,12
,5125,5215,-9,9,-6,12
,5125,5218,-9,9,-12,11
,5125,5218,-9,9,-11,11
,5125,5218,-9,9,-10,11
,5125,5217,-9,9,-9,11
,5125,5216,-9,9,-8,11
,5125,5215,-9,9,-7,11
,5125,5215,-9,9,-6,11
,5125,5217,-9,9,-12,10
,5125,5217,-9,9,-11,10
,5125,5217,-9,9,-10,10
,5125,5216,-9,9,-9,10
,5125,5215,-9,9,-8,10
,5125,5215,-9,9,-7,10
,5125,5214,-9,9,-6,10
,5125,5216,-9,9,-12,9
,5125,5217,-9,9,-11,9
,5125,5216,-9,9,-10,9
,5125,5215,-9,9,-9,9
,5125,5214,-9,9,-8,9
,5125,5214,-9,9,-7,9
,5125,5213,-9,9,-6,9
,5125,5215,-9,9,-12,8
,5125,5215,-9,9,-11,8
,5125,5215,-9,9,-10,8
,5125,5214,-9,9,-9,8
,5125,5213,-9,9,-8,8
,5125,5212,-9,9,-7,8
,5125,5212,-9,9,-6,8
,5125,5214,-9,9,-12,7
,5125,5215,-9,9,-11,7
,5125,5214,-9,9,-10,7
,5125,5214,-9,9,-9,7
,5125,5212,-9,9,-8,7
,5125,5211,-9,9,-7,7
,5125,5211,-9,9,-6,7
,5125,5214,-9,9,-12,6
,5125,5215,-9,9,-11,6
,5125,5214,-9,9,-10,6
,5125,5213,-9,9,-9,6
,5125,5212,-9,9,-8,6
,5125,5211,-9,9,-7,6
,5125,5210,-9,9,-6,6
203,5118,5040,-18,9,-21,12
,5118,5105,-18,9,-20,12
,5118,5147,-18,9,-19,12
,5118,5174,-18,9,-18,12
,5118,5191,-18,9,-17,12
,5118,5203,-18,9,-16,12
,5118,5210,-18,9,-15,12
,5118,5040,-18,9,-21,11
,5118,5105,-18,9,-20,11
,5118,5146,-18,9,-19,11
,5118,5174,-18,9,-18,11
,5118,5191,-18,9,-17,11
,5118,5202,-18,9,-16,11
,5118,5210,-18,9,-15,11
,5118,5039,-18,9,-21,10
,5118,5104,-18,9,-20,10
,5118,5146,-18,9,-19,10
,5118,5173,-18,9,-18,10
,5118,5190,-18,9,-17,10
,5118,5202,-18,9,-16,10
,5118,5209,-18,9,-15,10
,5118,5038,-18,9,-21,9
,5118,5103,-18,9,-20,9
,5118,5144,-18,9,-19,9
,5118,5172,-18,9,-18,9
,5118,5189,-18,9,-17,9
,5118,5201,-18,9,-16,9
,5118,5208,-18,9,-15,9
,5118,5036,-18,9,-21,8
,5118,5101,-18,9,-20,8
,5118,5143,-18,9,-19,8
,5118,5170,-18,9,-18,8
,5118,5188,-18,9,-17,8
,5118,5199,-18,9,-16,8
,5118,5207,-18,9,-15,8
,5118,5036,-18,9,-21,7
,5118,5101,-18,9,-20,7
,5118,5142,-18,9,-19,7
,5118,5170,-18,9,-18,7
,5118,5187,-18,9,-17,7
,5118,5199,-18,9,-16,7
,5118,5206,-18,9,-15,7
,5118,5036,-18,9,-21,6
,5118,5101,-18,9,-20,6
,5118,5143,-18,9,-19,6
,5118,5170,-18,9,-18,6
,5118,5188,-18,9,-17,6
,5118,5199,-18,9,-16,6
,5118,5206,-18,9,-15,6
200,5158,5206,18,0,15,3
,5158,5199,18,0,16,3
,5158,5187,18,0,17,3
,5158,5170,18,0,18,3
,5158,5143,18,0,19,3
,5158,5101,18,0,20,3
,5158,5037,18,0,21,3
,5158,5206,18,0,15,2
,5158,5199,18,0,16,2
,5158,5187,18,0,17,2
,5158,5170,18,0,18,2
,5158,5143,18,0,19,2
,5158,5101,18,0,20,2
,5158,5037,18,0,21,2
,5158,5206,18,0,15,1
,5158,5199,18,0,16,1
,5158,5187,18,0,17,1
,5158,5170,18,0,18,1
,5158,5143,18,0,19,1
,5158,5101,18,0,20,1
,5158,5037,18,0,21,1
,5158,5206,18,0,15,0
,5158,5199,18,0,16,0
,5158,5187,18,0,17,0
,5158,5170,18,0,18,0
,5158,5143,18,0,19,0
,5158,5102,18,0,20,0
,5158,5038,18,0,21,0
,5158,5206,18,0,15,-1
,5158,5199,18,0,16,-1
,5158,5187,18,0,17,-1
,5158,5170,18,0,18,-1
,5158,5143,18,0,19,-1
,5158,5101,18,0,20,-1
,5158,5037,18,0,21,-1
,5158,5206,18,0,15,-2
,5158,5199,18,0,16,-2
,5158,5187,18,0,17,-2
,5158,5170,18,0,18,-2
,5158,5143,18,0,19,-2
,5158,5102,18,0,20,-2
,5158,5037,18,0,21,-2
,5158,5206,18,0,15,-3
,5158,5199,18,0,16,-3
,5158,5187,18,0,17,-3
,5158,5170,18,0,18,-3
,5158,5143,18,0,19,-3
,5158,5102,18,0,20,-3
,5158,5038,18,0,21,-3
161,5149,5208,9,0,6,3
,5149,5209,9,0,7,3
,5149,5210,9,0,8,3
,5149,5212,9,0,9,3
,5149,5213,9,0,10,3
,5149,5214,9,0,11,3
,5149,5214,9,0,12,3
,5149,5207,9,0,6,2
,5149,5209,9,0,7,2
,5149,5210,9,0,8,2
,5149,5211,9,0,9,2
,5149,5213,9,0,10,2
,5149,5213,9,0,11,2
,5149,5214,9,0,12,2
,5149,5207,9,0,6,1
,5149,5208,9,0,7,1
,5149,5210,9,0,8,1
,5149,5211,9,0,9,1
,5149,5213,9,0,10,1
,5149,5213,9,0,11,1
,5149,5213,9,0,12,1
,5149,5207,9,0,6,0
,5149,5208,9,0,7,0
,5149,5210,9,0,8,0
,5149,5211,9,0,9,0
,5149,5213,9,0,10,0
,5149,5213,9,0,11,0
,5149,5213,9,0,12,0
,5149,5207,9,0,6,-1
,5149,5208,9,0,7,-1
,5149,5210,9,0,8,-1
,5149,5211,9,0,9,-1
,5149,5213,9,0,10,-1
,5149,5213,9,0,11,-1
,5149,5213,9,0,12,-1
,5149,5207,9,0,6,-2
,5149,5209,9,0,7,-2
,5149,5210,9,0,8,-2
,5149,5211,9,0,9,-2
,5149,5213,9,0,10,-2
,5149,5213,9,0,11,-2
,5149,5214,9,0,12,-2
,5149,5208,9,0,6,-3
,5149,5209,9,0,7,-3
,5149,5210,9,0,8,-3
,5149,5212,9,0,9,-3
,5149,5213,9,0,10,-3
,5149,5214,9,0,11,-3
,5149,5214,9,0,12,-3
254,5189,5205,0,0,-3,3
,5189,5204,0,0,-2,3
,5189,5203,0,0,-1,3
,5189,5203,0,0,0,3
,5189,5203,0,0,1,3
,5189,5204,0,0,2,3
,5189,5205,0,0,3,3
,5189,5204,0,0,-3,2
,5189,5203,0,0,-2,2
,5189,5202,0,0,-1,2
,5189,5202,0,0,0,2
